Blog Title,Blog Image URL,Blog Date,Blog Likes
Usability and Accessibility – How they are making AirGain smarter for you!,https://rategain.com/blog/usability-and-accessibility-how-they-are-making-airgain-smarter-for-you/,"October 5, 2021",10 likes
Building a Culture of Empowerment,https://rategain.com/blog/building-a-culture-of-empowerment/,"October 4, 2021",8 likes
Is The Future Of Forecasting Clear For Revenue Managers?,https://rategain.com/blog/is-the-future-of-forecasting-clear-for-revenue-managers/,"September 29, 2021",10 likes
Upcoming Launch: The New Room – Rate Management API will Help Distribution Teams Directly and Quickly Create/Retrieve a Multitude of Room Rate Types from RezGain,https://rategain.com/blog/directly-manage-rooms-and-rates-from-rategains-channel-manager-ui-to-booking-com/,"September 28, 2021",5 likes
How Revenue Managers Can Be Future Ready For The Next Crisis,https://rategain.com/blog/how-revenue-managers-can-be-future-ready-for-the-next-crisis/,"September 23, 2021",9 likes
How Can New Airlines Thrive the Post- Covid World,https://rategain.com/blog/how-can-new-airlines-thrive-the-post-covid-world/,"September 3, 2021",4 likes
Making Your Hotel Channel Manager Adapt to Your Day,https://rategain.com/blog/making-your-hotel-channel-manager-adapt-to-your-day/,"September 1, 2021",4 likes
CarGain Canvas: Analytics that give you 360 degree control over your market,https://rategain.com/blog/cargain-canvas-analytics-that-give-you-360-degree-control-over-your-market/,"September 1, 2021",3 likes
What Signals is the Summer of 2021 Giving Car Rentals?,https://rategain.com/blog/what-signals-is-the-summer-of-2021-giving-car-rentals/,"July 8, 2021",4 likes
WHAT ARE YOUR PRONOUNS?,https://rategain.com/blog/what-are-your-pronouns/,"June 25, 2021",9 likes
Bringing More Speed and Agility to Airline Pricing for the Post-COVID Revenue Manager,https://rategain.com/blog/bringing-more-speed-and-agility-to-airline-pricing-for-the-post-covid-revenue-manager/,"June 15, 2021",5 likes
The Current State of Airline Pricing post-Covid,https://rategain.com/blog/the-current-state-of-airline-pricing-post-covid/,"May 3, 2021",5 likes
How can hoteliers get 2021 right with a solid pricing strategy as volatility in recovery persists,https://rategain.com/blog/how-can-hoteliers-get-2021-right-with-a-solid-pricing-strategy-as-volatility-in-recovery-persists/,"May 3, 2021",5 likes
Why We Must Tell a Visual Data Story,https://rategain.com/blog/why-we-must-tell-a-visual-data-story/,"April 30, 2021",5 likes
Airlines Revenue Management Checklist for 2021,https://rategain.com/blog/airlines-revenue-management-checklist-for-2021/,"April 29, 2021",5 likes
"Cap on Wedding Guests Might Pinch, But It's a Necessary Evil",https://rategain.com/blog/cap-on-wedding-guests-might-pinch-but-its-a-necessary-evil/,"December 25, 2020",3 likes
"We have been Profitable Since Inception: Yogeesh Chandra- Global Head of Corporate Development, RateGain",https://rategain.com/blog/we-have-been-profitable-since-inception-yogeesh-chandra-global-head-of-corporate-development-rategain/,"December 22, 2020",3 likes
Some Employees are Getting a New Job…At Their Old Job,https://rategain.com/blog/some-employees-are-getting-a-new-jobat-their-old-job/,"December 21, 2020",5 likes
Visioning The Post-COVID Era In Revenue Management,https://rategain.com/blog/visioning-the-post-covid-era-in-revenue-management/,"December 21, 2020",5 likes
50% Rise in Bookings Not Enough for India to Catch Up With Global Recovery,https://rategain.com/blog/50-rise-in-bookings-not-enough-for-india-to-catch-up-with-global-recovery/,"December 21, 2020",5 likes
Tech Skills That can Rebuild the Travel Industry,https://rategain.com/blog/tech-skills-that-can-rebuild-the-travel-industry/,"December 20, 2020",5 likes
After China can 'Revenge Travel' Happen in India?,https://rategain.com/blog/after-china-can-revenge-travel-happen-in-india/,"December 18, 2020",4 likes
Travel & Hospitality Sector Will Take 12-15 Months To Cross Pre-covid Level Hiring Figures: Industry Leaders,https://rategain.com/blog/travel-hospitality-sector-will-take-12-15-months-to-cross-pre-covid-level-hiring-figures-industry-leaders/,"December 16, 2020",4 likes
What Hotels Need to Know About the Staycation Boom,https://rategain.com/blog/what-hotels-need-to-know-about-the-staycation-boom/,"December 16, 2020",4 likes
Here’s How Hoteliers Can Attract New Travelers in the Post-COVID Era,https://rategain.com/blog/heres-how-hoteliers-can-attract-new-travelers-in-the-post-covid-era/,"December 16, 2020",5 likes
How Airline Revenue Management and Pricing Teams Respond to Revenue Volatility?,https://rategain.com/blog/how-airline-revenue-management-and-pricing-teams-respond-to-revenue-volatility/,"December 15, 2020",5 likes
Revenue Volatility in Airlines is Here to Stay: What can Revenue & Pricing Teams do About it?,https://rategain.com/blog/revenue-volatility-in-airlines-is-here-to-stay-what-can-revenue-pricing-teams-do-about-it/,"December 15, 2020",5 likes
These New Car Rental Subscription Programs Will Get You There,https://rategain.com/blog/these-new-car-rental-subscription-programs-will-get-you-there/,"December 15, 2020",5 likes
"Pardon me, your politics are showing",https://rategain.com/blog/pardon-me-your-politics-are-showing/,"December 12, 2020",4 likes
"New Deal Europe Weekly Update on Tourism to the Balkan Region, Week 24",https://rategain.com/blog/new-deal-europe-weekly-update-on-tourism-to-the-balkan-region-week-24/,"December 12, 2020",4 likes
See the Green Shoots of Recovery with Smart Distribution’s latest addition “Future Demand”,https://rategain.com/blog/see-the-green-shoots-of-recovery-with-smart-distributions-latest-addition-future-demand/,"October 21, 2020",5 likes
Seven Tactics to Keep your Hotel's Distribution Healthy and Highly Profitable,https://rategain.com/blog/seven-tactics-to-keep-your-hotels-distribution-healthy-and-highly-profitable/,"October 7, 2020",8 likes
Bespoke Strategies for Opening the Doors to the European Market,https://rategain.com/blog/bespoke-strategies-for-opening-the-doors-to-the-european-market/,"August 25, 2020",7 likes
A New Era of Exploration is Coming to Hoteliers. Stay Tuned!,https://rategain.com/blog/a-new-era-of-exploration-is-coming-to-hoteliers-stay-tuned/,"August 20, 2020",4 likes
Perspectives with Saurabh Prakash: How Hotels Can Get Digital Right for Recovery,https://rategain.com/blog/perspectives-with-saurabh-prakash-how-hotels-can-get-digital-right-for-recovery/,"August 14, 2020",4 likes
Perspectives with Debojo: How Survival Became A Success Metric at SpiceJet,https://rategain.com/blog/perspectives-with-debojo-how-survival-became-a-success-metric-at-spicejet/,"July 22, 2020",6 likes
Strategies for Hoteliers to Get Back to Business for UK Market,https://rategain.com/blog/strategies-for-hoteliers-to-get-back-to-business-for-uk-market/,"July 20, 2020",6 likes
Strategies for Hoteliers to Get Back to Business for Europe Market,https://rategain.com/blog/strategies-for-hoteliers-to-get-back-to-business-for-europe-market/,"July 20, 2020",9 likes
"Perspectives #8 with Ajay Bakaya, Managing Director, Sarovar Hotels and Resorts",https://rategain.com/blog/perspectives-8-with-ajay-bakaya-managing-director-sarovar-hotels-and-resorts/,"July 14, 2020",4 likes
Re-Taking The Skies : What Can Commercial Teams Do To Gear Up For A Full Return Of Airline Travel In The New Normal,https://rategain.com/blog/re-taking-the-skies-what-can-commercial-teams-do-to-gear-up-for-a-full-return-of-airline-travel-in-the-new-normal/,"June 30, 2020",3 likes
React to Competitive Prices in Real Time with RateGain’s OPTIMA MarketDrone,https://rategain.com/blog/react-to-competitive-prices-in-real-time-with-rategains-optima-marketdrone/,"June 15, 2020",4 likes
Watch Your Language! Content in the New Hospitality Landscape,https://rategain.com/blog/watch-your-language-content-in-the-new-hospitality-landscape/,"June 2, 2020",4 likes
Keeping Lights on During the Current COVID Crisis!,https://rategain.com/blog/keeping-lights-on-during-the-current-covid-crisis/,"May 5, 2020",4 likes
"Hoteliers, Spot New Markets to Create New Revenues in a Post-COVID 19 World",https://rategain.com/blog/hoteliers-spot-new-markets-to-create-new-revenues-in-a-post-covid-19-world/,"April 23, 2020",11 likes
Social Media During COVID-19: Tourism Brands That Got It Right,https://rategain.com/blog/social-media-during-covid-19-tourism-brands-that-got-it-right/,"April 21, 2020",8 likes
We Are Bracing Ourselves: Are You?,https://rategain.com/blog/have-we-braced-ourselves/,"March 20, 2020",12 likes
How to Capture Rate Integrity Issues in the Most Simplified Way,https://rategain.com/blog/how-to-capture-rate-integrity-issues-in-the-most-simplified-way/,"March 11, 2020",10 likes
Top 3 Rate Disparity Cases Acceptable to a Revenue Manager,https://rategain.com/blog/top-3-rate-disparity-cases-acceptable-to-a-revenue-manager/,"March 4, 2020",13 likes
Rate Integrity: A Brand New Way of Increasing Direct Bookings,https://rategain.com/blog/rate-integrity-a-brand-new-way-of-increasing-direct-bookings/,"February 27, 2020",8 likes
Why Choose Rate Intelligence Over Rate Shopping?,https://rategain.com/blog/why-choose-rate-intelligence-over-rate-shopping/,"February 19, 2020",11 likes
Why a Rate Intelligence Experience Should Have the Best Art & Science Behind it,https://rategain.com/blog/why-a-rate-intelligence-experience-should-have-the-best-art-science-behind-it/,"February 5, 2020",11 likes
Our Point of View on the Modern Age Distribution Ecosystem,https://rategain.com/blog/our-point-of-view-on-the-modern-age-distribution-ecosystem/,"January 31, 2020",6 likes
Are You Leading A Future-Ready HR?,https://rategain.com/blog/are-you-leading-a-future-ready-hr/,"January 29, 2020",7 likes
5 Ways to Ace Hospitality Marketing in 2020,https://rategain.com/blog/5-ways-to-ace-hospitality-marketing-in-2020/,"January 20, 2020",5 likes
Why UX is Instrumental for Revenue Management,https://rategain.com/blog/why-ux-is-instrumental-for-revenue-management/,"January 14, 2020",16 likes
Visualizing Data Like a Pro: The Key to Unlock the Data Gold Mine,https://rategain.com/blog/visualizing-data-like-a-pro-the-key-to-unlock-the-data-gold-mine/,"December 17, 2019",13 likes
Smart Shopping for Data: Driving Analytics Excellence in the Airlines Industry,https://rategain.com/blog/smart-shopping-for-data-driving-analytics-excellence-in-the-airlines-industry/,"December 4, 2019",5 likes
"Mr. Hotelier, Four Signs It is Time to Change your Distribution Partner",https://rategain.com/blog/mr-hotelier-four-signs-it-is-time-to-change-your-distribution-partner/,"November 29, 2019",5 likes
Adopting SCRUM in the Organization’s People Processes,https://rategain.com/blog/adopting-scrum-organization-people-processes/,"November 22, 2019",3 likes
How to Deliver Value In The Era Of Hospitality Industry Consolidation?,https://rategain.com/blog/how-to-deliver-value-in-the-era-of-hospitality-industry-consolidation/,"November 19, 2019",4 likes
What will define Long Term Success for Airlines,https://rategain.com/blog/what-will-define-long-term-success-for-airlines/,"November 11, 2019",8 likes
Challenges for Airline Revenue Managers Beyond 2020,https://rategain.com/blog/challenges-for-airline-revenue-managers-beyond-2020/,"October 23, 2019",9 likes
Navigating Constant Consolidation,https://rategain.com/blog/navigating-constant-consolidation/,"October 21, 2019",8 likes
Our point of view on Distribution Journey,https://rategain.com/blog/our-point-of-view-on-distribution-journey/,"October 17, 2019",8 likes
Putting User Experience at the center of a new problem,https://rategain.com/blog/putting-user-experience-at-the-center-of-a-new-problem/,"October 15, 2019",10 likes
The Last Distribution Challenge,https://rategain.com/blog/re-configuring-the-distribution-models-for-the-next-gen-distribution-ecosystem/,"October 15, 2019",2 likes
Can Car Rental analytics help make better investment decisions?,https://rategain.com/blog/can-car-rental-analytics-help-make-better-investment-decisions/,"October 4, 2019",8 likes
Top 3 considerations for blueprinting your content transformation,https://rategain.com/blog/top-three-considerations-for-blueprinting-your-content-transformation/,"September 21, 2019",7 likes
The Path to A Shared Future: Can car rentals help in turning around the industry slowdown ?,https://rategain.com/blog/how-to-turn-around-car-industry-slowdown/,"September 11, 2019",7 likes
Delivering Duty of Care in the Age of Corporate Rogue Travel,https://rategain.com/blog/delivering-duty-of-care-in-the-age-of-corporate-rogue-travel/,"August 21, 2019",5 likes
Who is winning the experience game in travel and hospitality?,https://rategain.com/blog/who-is-winning-the-experience-game-in-travel-and-hospitality/,"July 22, 2019",2 likes
Airlines: Soaring on Ancillary Revenue,https://rategain.com/blog/airlines-soaring-on-ancillary-revenue/,"July 18, 2019",5 likes
Transaction Tracking and Analytics: Steering Car Rental,https://rategain.com/blog/transaction-tracking-and-analytics-steering-car-rental/,"June 24, 2019",5 likes
Enhancing Car Rental Revenue Management with AI-driven Dynamic Pricing,https://rategain.com/blog/enhancing-car-rental-revenue-management-with-ai-driven-dynamic-pricing/,"June 24, 2019",5 likes
Busting a billion-dollar digital myth for cruise lines!,https://rategain.com/blog/busting-billion-dollar-digital-myth-cruise-lines/,"February 8, 2019",6 likes
The future of distribution strategy at your doorstep,https://rategain.com/blog/future-distribution-strategy-doorstep/,"September 24, 2018",4 likes
"‘A Thousand Words’: Why Great Visuals Speak Directly, Fluently and Effortlessly",https://rategain.com/blog/importance-picture-reviews-hotel-reputation/,"August 27, 2018",4 likes
New Age Data is Driving Growth for Travel Package Providers,https://rategain.com/blog/new-age-big-data-growth-package-providers/,"August 24, 2018",3 likes
Tackling content issues head-on,https://rategain.com/blog/new-age-big-data-growth-package-providers/,"July 16, 2018",5 likes
7 Top Trends In Hotel Distribution Today,https://rategain.com/blog/7-trends-hotel-distribution/,"July 13, 2018",3 likes
HRS Selects RateGain as its Channel Management Partner for their newest connectivity platform,https://rategain.com/blog/channel-management-channel-management-hrs-selects-rategain-channel-management-partner-new-platform/,"May 4, 2018",3 likes
Code Itineraries: A road map for the travel industry to unlock one trillion dollars in value by 2025,https://rategain.com/blog/code-itineraries-road-map-travel-industry/,"April 11, 2018",3 likes
5 Ways to Improve Your Hotel's Visibility within Search Engines,https://rategain.com/blog/5-ways-improve-hotels-visibility-search-engines/,"April 9, 2018",3 likes
Hitting a home run in automation tools,https://rategain.com/blog/5-ways-improve-hotels-visibility-search-engines/,"April 3, 2018",3 likes
Tapping the world’s no. 1 outbound travel market,https://rategain.com/blog/5-ways-improve-hotels-visibility-search-engines/,"January 22, 2018",3 likes
It's 100% pure adrenaline! Introducing Distribution Strategy Studio,https://rategain.com/blog/pure-adrenaline-distribution-strategy-studio/,"January 11, 2018",3 likes
Your Hotel Reputation Matters to Your Revenue,https://rategain.com/blog/hotel-reputation-matters-revenue/,"December 11, 2017",4 likes
"Hoteliers, Take a Re-look at Parity and Prevent Revenue Leakages",https://rategain.com/blog/hotel-parity-prevent-revenue-leakages/,"November 23, 2017",3 likes
Assessing the boom in travel startups,,"November 21, 2017",4 likes
Building the Perfect Revenue Strategy Is Not Enough; Advanced Hotel Revenue Management Tool is a Must!,https://rategain.com/blog/advanced-hotel-revenue-management-tool/,"November 13, 2017",3 likes
Travel Industry is Already Using Geo-based Competitive Price Tracking; Act Now Before Its Too Late,https://rategain.com/blog/geo-based-competitive-price-tracking-rate-intelligence-tool/,"November 3, 2017",4 likes
We Bet You Will Not Want to Miss The Benefits of a Comprehensive Hotel Price Intelligence Solution!,https://rategain.com/blog/benefits-hotel-price-intelligence-solution/,"October 25, 2017",4 likes
Sharing economy blurring the lines in hospitality,https://rategain.com/blog/benefits-hotel-price-intelligence-solution/,"October 23, 2017",4 likes
Tracking Mobile App Rates of Your Competition is a MUST for Your Price Strategy!,https://rategain.com/blog/track-competitor-mobile-app-rates-hotel/,"October 11, 2017",3 likes
Will Artificial Intelligence Replace Human Intelligence in Revenue Management and Pricing Analysis?,https://rategain.com/blog/artificial-intelligence-replace-human-intelligence-revenue-management-pricing-analyst/,"September 29, 2017",3 likes
It’s time to reexamine the data structure behind hotel distribution,https://rategain.com/blog/artificial-intelligence-replace-human-intelligence-revenue-management-pricing-analyst/,"September 25, 2017",2 likes
7 Fundamental Hotel Marketing Strategies To Stand Out From Your Competition,https://rategain.com/blog/fundamental-hotel-marketing-strategies-stand-out/,"September 21, 2017",4 likes
Design an Effective Hotel Guest Loyalty Program to Increase Hotel Bookings and Revenue,https://rategain.com/blog/effective-hotel-guest-loyalty-program-increase-revenue/,"September 18, 2017",4 likes
Yield Management in Hospitality - Important for Efficient Revenue Management Strategy,https://rategain.com/blog/yield-management-hospitality-revenue-strategy/,"September 14, 2017",3 likes
What Makes Your Guests The Promoters of Your Brand?,https://rategain.com/blog/make-guests-promoters-hotel-brand/,"September 7, 2017",3 likes
Tapping the potential of IoT,https://rategain.com/blog/make-guests-promoters-hotel-brand/,"August 29, 2017",3 likes
The Role and Future of Technology in Travel Industry,https://rategain.com/blog/role-future-technology-travel-industry/,"August 28, 2017",3 likes
New Consumer Review Dashboard For Hotels,https://rategain.com/blog/brandgain-new-consumer-review-dashboard/,"August 21, 2017",3 likes
Measuring Demand in Your City will Skyrocket your Revenue - Here is How!,https://rategain.com/blog/measuring-hotel-demand-city-skyrocket-revenue/,"August 21, 2017",3 likes
7 Best Methods to Gather Quality Guest Feedback,https://rategain.com/blog/methods-gather-hotel-guest-feedback/,"August 16, 2017",2 likes
"The Brilliant Hotelier: Face To Face With Panayiotis Kyprianou From Thanos Resorts & Spas, Cyprus",https://rategain.com/blog/brilliant-hotelier-thanos-resorts-spas-cyprus/,"August 14, 2017",4 likes
Monitoring Hundreds of Booking Sites - No Longer a Challenging Task for Hoteliers,,"August 10, 2017",3 likes
"Hotels, Utilize Closed User Group (CUG) Customers to Increase Revenue Through Direct Bookings",https://rategain.com/blog/utilize-closed-user-group-customers-increase-revenue-direct-bookings/,"August 8, 2017",4 likes
Create a Revenue Centric Culture in your Hotel by Integrating Technology,https://rategain.com/blog/revenue-centric-culture-integrated-hotel-technology/,"August 2, 2017",4 likes
"Despite the best efforts of hotel brands, travelers still love to click around",https://rategain.com/blog/revenue-centric-culture-integrated-hotel-technology/,"August 1, 2017",4 likes
"Hoteliers, Are You Using Mobile to Support Your Online Reputation Management?",https://rategain.com/blog/mobile-support-hotel-online-reputation-management-strategy/,"July 31, 2017",4 likes
7 Practical tips to improve online reviews of your hotel,https://rategain.com/blog/tips-improve-online-reviews-hotel/,"July 25, 2017",4 likes
14 Features to Consider Before Your Hotel Decides to Devote In a Channel Manager,https://rategain.com/blog/features-consider-choosing-hotel-channel-manager/,"July 24, 2017",4 likes
Managing Hotel Guest Sentiment and Online Presence to Create Revenue Centric Culture,https://rategain.com/blog/managing-hotel-guest-sentiment-online-presence-revenue-centric-culture/,"July 19, 2017",4 likes
"Hoteliers, You Need a Channel Manager with an Edge to Stand out from Competition",https://rategain.com/blog/right-hotel-channel-manager-stand-out-competitive-edge/,"July 18, 2017",3 likes
Blockchain and its potential to upend the travel industry,,"July 17, 2017",3 likes
"Hoteliers, Learn How to Create A Revenue Centric Culture in Your Hotel",https://rategain.com/blog/create-hotel-revenue-centric-culture/,"July 10, 2017",4 likes
"Hoteliers, Learn About The Growing Importance of Hotel Online Reputation Management",https://rategain.com/blog/growing-importance-hotel-online-reputation-management/,"July 4, 2017",4 likes
How to Make Restaurant’s Online Reputation a Secret Sauce in Enhancing your Hotel Brand?,https://rategain.com/blog/restaurant-online-reputation-enhance-hotel-brand/,"June 28, 2017",4 likes
Engaging Travelers Through Social Media Can Reap Umpteen Benefits for Hotels,https://rategain.com/blog/engaging-travelers-social-media-hotels-reap-benefits/,"June 19, 2017",4 likes
Approach For A Balanced Hotel Distribution Strategy - Learn Why Hotels Should Adopt It,https://rategain.com/blog/adopt-balanced-hotel-distribution-strategy/,"June 14, 2017",2 likes
9 Tips to Build a Hotel’s Facebook Strategy & Improve Guest Experience,https://rategain.com/blog/improve-guest-experience-build-hotel-facebook-strategy-social-media/,"June 6, 2017",3 likes
Top Trends: Millennial Travelers & the Hospitality Sector,https://rategain.com/blog/millennial-travelers-trends-hospitality-sector/,"May 30, 2017",3 likes
Evolving Role Of Hotel Revenue Manager - Part 4,https://rategain.com/blog/evolving-hotel-revenue-manager-use-big-data/,"May 26, 2017",2 likes
The Evolving Role of Revenue Managers - Part 3,https://rategain.com/blog/evolving-role-revenue-managers-hotel-comp-set/,"May 24, 2017",3 likes
Good translation key to staying in global marketplace,https://rategain.com/blog/evolving-role-revenue-managers-hotel-comp-set/,"May 24, 2017",3 likes
The Evolving Role Of Hotel Revenue Managers – Part 2,https://rategain.com/blog/evolving-role-hotel-revenue-managers-part2/,"May 17, 2017",3 likes
How Your Hotel distribution & Online Reputation Strategy is key to RevPAR Management,https://rategain.com/blog/revpar-management-hotel-distribution-reputation-strategy/,"May 15, 2017",3 likes
The Evolving Role of Hotel Revenue Managers - Part 1,https://rategain.com/blog/evolving-role-hotel-revenue-managers-part1/,"May 10, 2017",3 likes
5 Effective Ways Hotels Could Conduct Guest Surveys and Loyalty Programs,https://rategain.com/blog/effective-hotels-guest-surveys-loyalty-programs/,"May 2, 2017",3 likes
"Hoteliers, Are Vacation Rentals Eating Your Lunch?",https://rategain.com/blog/vacation-rentals-eating-hotel-revenue/,"April 26, 2017",3 likes
Abbreviations are not a content strategy,https://rategain.com/blog/vacation-rentals-eating-hotel-revenue/,"April 24, 2017",3 likes
The Future of Hotel Revenue Management – BOTs or Humans?,https://rategain.com/blog/future-hotel-revenue-management-bots-humans/,"April 18, 2017",3 likes
"Hoteliers, Learn How to Overcome the Challenges in Online Reputation Management",https://rategain.com/blog/overcome-shortcomings-challenges-in-online-reputation-management/,"April 14, 2017",3 likes
Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 4,https://rategain.com/blog/managing-seasonal-market-changes-hotel-stays-top-part4/,"April 13, 2017",4 likes
Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 3,https://rategain.com/blog/seasonal-market-changes-hotels-attract-guests/,"April 11, 2017",3 likes
Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 2,https://rategain.com/blog/managing-seasonal-market-changes-hotel-stays-top-part-2/,"April 7, 2017",4 likes
Solving the hospitality industry’s ‘content conundrum’,https://rategain.com/blog/managing-seasonal-market-changes-hotel-stays-top-part-2/,"April 3, 2017",2 likes
Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 1,https://rategain.com/blog/managing-seasonal-market-changes-hotel-stays-top/,"April 3, 2017",3 likes
"Hoteliers, Beat the Competition and Be The Market Leaders By Adopting Automation",https://rategain.com/blog/revenue-managers-embrace-automation-market-leaders/,"March 27, 2017",2 likes
How Can Hotels Use Google to Maximise their Online Presence?,https://rategain.com/blog/how-hotels-use-google-maximise-online-presence/,"March 17, 2017",2 likes
Revenue Management & Marketing Automation can Help Independent Hotels Stay Ahead,https://rategain.com/blog/revenue-management-marketing-automation-for-independent-hotels/,"March 14, 2017",4 likes
Big Data Challenge,,"March 8, 2017",4 likes
"Hoteliers, Design Your Revenue Management Strategy in Pre-Opening Stage",https://rategain.com/blog/hotel-revenue-management-strategy-pre-opening/,"March 2, 2017",4 likes
"Hoteliers, Keep a Track of Events and Holidays To Increase your Revenue Many Folds",https://rategain.com/blog/track-events-and-holidays-increase-hotel-revenue/,"February 20, 2017",3 likes
3 Effective Hotel Pricing Strategy Can Boost Your Hotel Revenue,https://rategain.com/blog/effective-hotel-pricing-strategy-to-boost-revenue/,"February 13, 2017",5 likes
How to Manage Hotel's Online Reviews & Guest Experience,https://rategain.com/blog/how-to-manage-hotel-online-reviews/,"February 2, 2017",3 likes
Why Should Hotels Pay Special Attention to Demand Forecasting?,https://rategain.com/blog/why-should-hotels-pay-special-attention-to-demand-forecasting/,"January 25, 2017",3 likes
"The Brilliant Hotelier: Face to face with Deanna Jayasundera from Theme Resorts and Spas, Sri Lanka",https://rategain.com/blog/why-should-hotels-pay-special-attention-to-demand-forecasting/,"January 16, 2017",3 likes
RateGain’s Top 12 Blogs of 2016,https://rategain.com/blog/rategains-top-12-blogs-of-2016/,"January 3, 2017",4 likes
Managing Real-Time Room Inventories Across Multiple OTAs,https://rategain.com/blog/managing-real-time-room-inventories-across-multiple-otas/,"December 27, 2016",2 likes
"The Brilliant Hotelier: Face 2 Face with Ria Roberto, the Director of Revenue Management at Kenz Hotel Management, UAE",https://rategain.com/blog/the-brilliant-hotelier-face-2-face-with-ria-roberto-the-director-of-revenue-management-at-kenz-hotel-management-abu/,"December 19, 2016",2 likes
Be the Revenue Management Hero of your Hotel,https://rategain.com/blog/be-the-revenue-management-hero-of-your-hotel/,"November 28, 2016",4 likes
"Hotels, Let’s Go Direct!",https://rategain.com/blog/be-the-revenue-management-hero-of-your-hotel/,"November 23, 2016",4 likes
Tips to Build Customer Loyalty for Your Restaurant,https://rategain.com/blog/tips-to-build-customer-loyalty-for-your-restaurant/,"November 21, 2016",4 likes
"Systems Reliability, A Necessity for Hotel Operations: Part 2",https://rategain.com/blog/systems-reliability-a-necessity-for-hotel-operations-part-2/,"November 18, 2016",4 likes
Is Your Hotel United by Goals but Divided by Systems?,https://rategain.com/blog/is-your-hotel-united-by-goals-but-divided-by-systems/,"November 16, 2016",4 likes
"The Brilliant Hotelier: Face 2 Face with I Nyoman Astama, General Manager of the Bali Niksoma Boutique Beach Resort",https://rategain.com/blog/the-brilliant-hotelier-face-2-face-with-i-nyoman-astama-general-manager-of-the-bali-niksoma-boutique-beach-resort/,"November 15, 2016",4 likes
"Systems Reliability, A Necessity for Hotel Operations: Part 1",https://rategain.com/blog/systems-reliability-a-necessity-for-hotel-operations-part-1/,"November 11, 2016",3 likes
Is your Hotel Website Ready for Google's Latest Mobile Updates,https://rategain.com/blog/is-your-hotel-website-ready-for-googles-latest-mobile-updates/,"November 8, 2016",3 likes
Optimize Your Hotel’s SEO and Mobile Strategy,https://rategain.com/blog/optimize-your-hotels-seo-and-mobile-strategy/,"November 3, 2016",4 likes
"The Brilliant Hotelier: Face 2 Face with Stavros Drakou, Director at Cyprotels Hotels and Resorts, Cyprus",https://rategain.com/blog/the-brilliant-hotelier-face-2-face-with-stavros-drakou-director-at-cyprotels-hotels-and-resorts-cyprus/,"November 2, 2016",1 like
What’s spookier than Halloween for Hoteliers?,https://rategain.com/blog/whats-spookier-than-halloween-for-hoteliers/,"October 26, 2016",2 likes
Tapping the phenomenal potential of the Asia Pacific region,https://rategain.com/blog/whats-spookier-than-halloween-for-hoteliers/,"October 10, 2016",2 likes
"The Brilliant Hotelier: Face 2 Face with Trisna Widia, Marketing & E-Commerce Manager, Prime Plaza Hotels and Resorts, Indonesia",https://rategain.com/blog/the-brilliant-hotelier-face-2-face-with-trisna-widia-marketing-e-commerce-manager-prime-plaza-hotels-and-resorts-indonesia/,"October 6, 2016",2 likes
How to Increase Hotel Direct Bookings? Don’t Ignore the Role of a Booking Engine,https://rategain.com/blog/how-to-increase-hotel-direct-bookings-dont-ignore-the-role-of-a-booking-engine/,"September 26, 2016",2 likes
Weary of Disruption? 5 Simple Steps to Disrupt the Disruptions in the Rapidly Changing Hospitality Industry,https://rategain.com/blog/weary-of-disruption-5-simple-steps-to-disrupt-the-disruptions-in-the-rapidly-changing-hospitality-industry/,"September 21, 2016",2 likes
Disruption in the Hotel Industry and Changing Face of the Global Travel Market,https://rategain.com/blog/disruption-in-the-hotel-industry-and-changing-face-of-the-global-travel-market/,"September 16, 2016",2 likes
"The Brilliant Hotelier: Tête-à-Tête with Richard Lewis, the CEO of Landmark Hotels, Dubai",https://rategain.com/blog/the-brilliant-hotelier-tete-a-tete-with-richard-lewis-the-ceo-of-landmark-hotels-dubai/,"September 15, 2016",3 likes
The fast-changing world of hospitality distribution,,"September 12, 2016",3 likes
"Hotels, Are You Prepared for Digital Detox Travelers?",https://rategain.com/blog/hotels-are-you-prepared-for-digital-detox-travelers/,"September 6, 2016",4 likes
"The Brilliant Hotelier: Face 2 Face with the Revenue Director at J5 Rimal Hotel Apartments, Dubai",https://rategain.com/blog/the-brilliant-hotelier-face-2-face-with-the-revenue-director-at-j5-rimal-hotel-apartments-dubai/,"September 2, 2016",4 likes
How Hotels of Tomorrow are Improving Guest Experience with Technology?,https://rategain.com/blog/how-hotels-of-tomorrow-are-improving-guest-experience-with-technology/,"September 1, 2016",4 likes
Sharing economy and alternative lodging offer great opportunities,https://rategain.com/blog/how-hotels-of-tomorrow-are-improving-guest-experience-with-technology/,"August 29, 2016",4 likes
How can Hotels Generate More Revenue from Customer Loyalty - Part II,https://rategain.com/blog/how-can-hotels-generate-more-revenue-from-customer-loyalty-part-ii/,"August 25, 2016",3 likes
How can Hotels Generate More Revenue from Customer Loyalty - Part I,https://rategain.com/blog/how-can-hotels-generate-more-revenue-from-customer-loyalty-part-i/,"August 19, 2016",3 likes
